A,B,C,timestamp,marker,i
-0.06487625934459815,-0.15053740550256337,-0.06216493661825375,825247.8370269885,imag_release,70
-0.05548897684630608,-0.15394366651059124,-0.0687526562515188,825252.5885289031,imag_grasp,71
-0.046668289072588735,-0.1585921837442625,-0.07877106932322224,825257.3199722177,imag_release,72
-0.041814958916593974,-0.16291595401849948,-0.08805338521979186,825262.0598275324,imag_grasp,73
-0.04251926980726568,-0.16493505922365106,-0.0933720342528568,825266.786391747,imag_release,74
-0.04843074541314918,-0.16304381794882233,-0.0930878795741565,825271.5484455616,imag_grasp,75
-0.05839416351909765,-0.15686507447325593,-0.08643950250373242,825276.2792501763,imag_release,76
-0.07107553805155739,-0.1476503796346253,-0.07360852501126329,825281.026850891,imag_grasp,77
-0.08414764633199807,-0.13791517928986718,-0.05745142476016662,825285.7730557055,imag_release,78
-0.09413213542379337,-0.13069230712810181,-0.043768048506680764,825290.5381987202,imag_grasp,79
-0.0981308546759215,-0.12861015226437053,-0.03814966797611595,825295.2546106348,imag_release,80
-0.09594863981104532,-0.13300898791183344,-0.041949523089811584,825299.9793757494,imag_grasp,81
-0.09041539710636222,-0.14328348004958225,-0.0511443775674727,825304.731992364,imag_release,82
-0.08507383730724641,-0.15664844948470646,-0.05961173889040216,825309.4724713787,imag_grasp,83
-0.08194234257361736,-0.16887855367936463,-0.06309409513160687,825314.2250288933,imag_release,84
-0.08125967565828524,-0.17596786129173184,-0.06046403205309753,825318.962305008,imag_grasp,85
-0.08258525883597805,-0.17582644336525885,-0.052744545577397675,825323.7150625227,imag_release,86
-0.08535640696080372,-0.16919214270562122,-0.04232512606200383,825328.4539743372,imag_grasp,87
-0.0880430211679415,-0.15915101949307495,-0.0335426954394625,825333.1647333518,imag_release,88
-0.08801097867849329,-0.14973026350624527,-0.03200556122976714,825337.9082405665,imag_grasp,89
-0.05681910671445666,-0.16922838375489424,-0.07307558929442055,825342.6522723811,imag_release,90
-0.0804154347651551,-0.14159933847231093,-0.07809521662775483,825347.3797893957,imag_grasp,91
-0.07897977231889668,-0.1729744022550489,-0.05188065274465014,825352.1174615104,imag_release,92
-0.28545174718579436,-0.18055619672011236,0.23978478200057274,825356.872334925,imag_grasp,93
-0.08800175647547315,-0.1658468620776866,-0.03820041527458033,825361.6321253397,imag_release,94
-0.0655277021379793,-0.16418965695490229,-0.07631450718285517,825366.3710183543,imag_grasp,95
-0.07342248669198907,-0.15802547764335184,-0.06939995403297601,825371.0883254689,imag_release,96
-0.1933568361325178,-0.16906558688892373,0.12396087723769714,825375.8282650835,imag_grasp,97
-0.07805900798425941,-0.14021437625558913,-0.04500721518278935,825380.544156398,imag_release,98
-0.08007321187800423,-0.1591717239964001,-0.06556769842021595,825385.2973521127,imag_grasp,99
-0.06501708288883314,-0.1659361030626948,-0.07790190321412366,825390.0209327274,imag_release,100
-0.07128203309417727,-0.13557828149986884,-0.0703650927281593,825394.796616742,imag_grasp,101
-0.08268968133296926,-0.13947446623259144,-0.054977878647554324,825399.5346859567,imag_release,102
-0.04391396540265734,-0.14626209313556726,-0.11481737157490937,825404.2692082713,imag_grasp,103
-0.07936132568249858,-0.15589184556028443,-0.05190045158300577,825409.0076628859,imag_release,104
-0.08881325498301205,-0.15164862512003272,-0.05192897744042157,825413.7458847006,imag_grasp,105
-0.20244723566791994,-0.18255842847893736,0.09893492109775079,825418.4724807151,imag_release,106
-0.8703629959176628,-0.2740988620513615,1.0945382684458898,825423.1840654297,imag_grasp,107
-9.363074043165346,22.57440073528454,-0.19601930223939393,825427.9214218444,imag_release,108
0.10694883087534363,-0.14549983672668904,-0.3340987046517631,825432.662585659,imag_grasp,109
-0.06821401037059185,-0.1413565275090548,-0.07313133961342927,825437.4076459736,imag_release,110
-0.0841549375013505,-0.15904554229717632,-0.044816316148846305,825442.1618606882,imag_grasp,111
-0.08444507316986692,-0.1233434396574346,-0.04353842675569405,825446.9200357029,imag_release,112
0.04726981156916593,-0.12574523628183085,-0.2479297613155799,825451.6392701175,imag_grasp,113
-0.07037901231611621,-0.1822606823336243,-0.06350051152809781,825456.4044494323,imag_release,114
-0.07768273981917628,-0.13086327835027384,-0.054623698545659356,825461.148887347,imag_grasp,115
-0.06973504753485413,-0.1593120964218839,-0.06662681431778661,825475.9962597927,imag_release,116
-0.08409805612456167,-0.16469904342338473,-0.03506558222131109,825490.8541993386,imag_grasp,117
-0.07539824289326766,-0.1412943481747304,-0.06374821683523726,825495.5593716531,imag_release,118
-0.06795671850851899,-0.14420028866927134,-0.07411389744886192,825500.2896215676,imag_grasp,119
-0.058149800063061106,-0.1568777735309099,-0.08213902992440372,825505.0418144823,imag_release,120
-0.07032432887320007,-0.15603347682274468,-0.06921187093802766,825509.774295297,imag_grasp,121
-0.08440412038371546,-0.16433172951292496,-0.061154337845372185,825514.5118630116,imag_release,122
-0.07996078316166248,-0.11910516608438165,-0.05800341973567967,825519.2380240262,imag_grasp,123
-0.18996503731828437,-0.12987301011264688,0.106996553629086,825523.9517478407,imag_release,124
-0.0827806722248008,-0.15871983397865133,-0.04272836538176919,825528.6884510553,imag_grasp,125
-0.10630094124085533,-0.18883979391288708,-0.025776345241597762,825533.41784247,imag_release,126
-0.08459971294174165,-0.15918551056981464,-0.049141450373939584,825538.1380233845,imag_grasp,127
-0.4704153215208424,-0.20688242716051997,0.48613020204249285,825542.860167699,imag_release,128
-0.03359336561768434,-0.15818996271574826,-0.12392895329067832,825547.6068146137,imag_grasp,129
-0.09244871165625546,-0.16598538235917012,-0.05299864735542522,825552.3278465283,imag_release,130
-0.10888867919164734,-0.17450921209571502,-0.031015975366908224,825557.0393879429,imag_grasp,131
-0.09205524037437515,-0.15685861267744358,-0.037303815950464184,825561.7982077575,imag_release,132
-0.5732358215229346,-0.21412795604250046,0.6591442175953958,825566.5714585723,imag_grasp,133
-0.040441877365179825,-0.14143832384563623,-0.11925261768983995,825571.323375187,imag_release,134
-0.03908180496864783,-0.1361025498885766,-0.14141633283992835,825576.0819477016,imag_grasp,135
-0.08924140971618756,-0.10276959856839274,-0.02818460746037348,825580.8254843163,imag_release,136
-0.07556528272602168,-0.1631071625531643,-0.05425773826115972,825585.5460416309,imag_grasp,137
-0.2077386904497945,-0.15252518349609262,0.10818353403233658,825590.2795078455,imag_release,138
-0.1620730698341249,-0.16862009237036024,0.04397865685432368,825595.0065331601,imag_grasp,139
1.6013638085336672,1.6861193836192407,2.1119895632061194,825599.7301068746,imag_release,140
-0.11626608126287763,-0.1717379472390379,-0.03743226494840353,825604.4516379891,imag_grasp,141
-0.08479447676901174,-0.14988589120640597,-0.04967744841317025,825609.1855806039,imag_release,142
-0.8506281414273964,-0.2124858228425086,0.9935970097289428,825613.9061594184,imag_grasp,143
-0.06529624431317765,-0.16112554712308078,-0.07928267848121329,825618.620323633,imag_release,144
-1.0665840084683544,-0.22725351307442482,1.2649389562564304,825623.3584238476,imag_grasp,145
-0.08395332494327376,-0.1431638259932208,-0.05509101269661394,825628.0625930621,imag_release,146
0.2986600254605792,-0.11442752212116716,-0.5799725717114859,825632.7956811767,imag_grasp,147
-0.07988793152610213,-0.14292739272555297,-0.052013992147455015,825637.5291162913,imag_release,148
-0.009674602520329968,-0.14421428271411948,-0.14543191908164815,825642.257615206,imag_grasp,149
0.021475581749251047,-0.17030209346486078,-0.19848731344462273,825647.0067335207,imag_release,150
-0.09284777889638052,-0.15557079394144976,-0.028933173392903255,825651.7510994353,imag_grasp,151
0.20616817625534878,-0.1386810965359752,-0.4340185955040136,825656.4824441498,imag_release,152
-0.05178104551478748,-0.1572597439530413,-0.08572910249908404,825661.1955450644,imag_grasp,153
-0.07917269651696489,-0.1531468394938208,-0.0635661381738772,825665.935616079,imag_release,154
-0.24970082687497885,-0.1713445054758068,0.19100219828373313,825670.6728462937,imag_grasp,155
-0.5170537587339272,-0.19030761501571566,0.5278570305470581,825675.4425018084,imag_release,156
-0.07895250233675058,-0.16589121034704332,-0.05458234189024373,825680.199393923,imag_grasp,157
-0.14404107422751966,-0.1519144440465353,0.027399522094997127,825684.9177045376,imag_release,158
-0.09550848177820717,-0.13831860749431013,-0.051305615083982674,825689.6102978521,imag_grasp,159
-0.016621689524156887,-0.15081957776031396,-0.14416302377678233,825694.3756120668,imag_release,160
0.18165621553264882,-0.14128535013362342,-0.41237045312822085,825699.1094936813,imag_grasp,161
-0.08393856035452282,-0.1615440040210493,-0.051300574805470726,825703.8543053961,imag_release,162
0.031706399207076574,-0.13110907653488457,-0.2162480633869924,825708.5761323106,imag_grasp,163
-0.04976579115149299,-0.1571757425314424,-0.12131831925948804,825713.3138950253,imag_release,164
-0.0883035659835002,-0.15634498414336678,-0.053877215727519155,825718.0275153398,imag_grasp,165
-0.0685610916134158,-0.1569514508748042,-0.06428850215492767,825722.7688676545,imag_release,166
0.13161973034660215,-0.13309638795552328,-0.31149358286699136,825727.5301337691,imag_grasp,167
-0.09353133652094957,-0.14152036629997503,-0.029477964991732507,825732.2682706837,imag_release,168
-0.35082722584913684,-0.18693964823529874,0.3299070497997121,825737.0243220985,imag_grasp,169
0.015420090871237463,-0.1595162118039133,-0.18306858702316764,825741.759833013,imag_release,170
-0.34562725250210463,-0.15679629879969792,0.2912847551266461,825746.5030884277,imag_grasp,171
-0.822633017980976,-0.16681625182515467,0.8746041210941978,825751.2222754422,imag_release,172
-0.025281228746275437,-0.14925905267371214,-0.12767666126680766,825755.963040157,imag_grasp,173
-1.4028983274049616,-0.23592591761372528,1.7335685176943678,825760.7033680715,imag_release,174
30.316820060136763,6.747913133047791,0.1955711198615711,825765.4262565861,imag_grasp,175
-0.1234246601576634,-0.14108464661791914,0.016383786879844302,825780.293448932,imag_release,176
-0.19072298512789423,-0.1526614475173844,0.07830917405852268,825795.1515091779,imag_grasp,177
-0.6690175023916329,-0.2005282972305766,0.7092309897814747,825799.9090868926,imag_release,178
0.047333077126103996,-0.1575486150956757,-0.20586771752293673,825804.6726216072,imag_grasp,179
0.0013279406516786614,-0.1343987092457648,-0.14095274885759104,825809.4303033219,imag_release,180
0.41492058094836054,-0.1419480740576855,-0.7126174136164267,825814.1292383365,imag_grasp,181
-1.2229923313996955,-0.2083142125833588,1.4561897790048446,825818.8654977512,imag_release,182
-0.24309664104011447,-0.16860864548235227,0.17187434354740794,825823.5878074657,imag_grasp,183
-0.06001824400617735,-0.14074507677599488,-0.07417610981678874,825828.3239786802,imag_release,184
-0.09170269829679129,-0.14158436791016135,-0.024701747706184222,825833.0742204948,imag_grasp,185
-0.06283900441532245,-0.15543281777953555,-0.07306795112363912,825837.7928359094,imag_release,186
-0.08298317428343864,-0.16774210378477414,-0.049409217914486304,825842.5486834242,imag_grasp,187
-0.9844825797823262,-0.18867893535661115,1.1169143356747409,825847.2955132388,imag_release,188
0.22306057879227134,-0.13077775306960057,-0.44935326101294554,825852.0270355535,imag_grasp,189
-0.07260254013788027,-0.14746894292096607,-0.06623218795316478,825856.7242393679,imag_release,190
-0.0559653702815092,-0.16206644762209574,-0.08940761599206312,825861.4483121826,imag_grasp,191
-0.09525358401289662,-0.14553511723889484,-0.04034970196368063,825866.1748994971,imag_release,192
-0.08157390519707615,-0.14707731433564517,-0.04826143219376801,825870.9233589118,imag_grasp,193
-0.09150018495025296,-0.15434098624472867,-0.03918306856296862,825875.6726190264,imag_release,194
-0.06802285381999248,-0.15404695192026363,-0.06452378190422613,825880.401472841,imag_grasp,195
-0.07241779462162365,-0.15546980191622772,-0.0713737771826314,825885.1508448557,imag_release,196
-0.05162399315123206,-0.15003264135106656,-0.10020911895391485,825889.8843220703,imag_grasp,197
-0.07314433219621679,-0.16566133400184335,-0.0520751064925856,825894.663433585,imag_release,198
-0.06564677948726007,-0.15828739915373652,-0.07465059707257676,825899.3670499995,imag_grasp,199
-0.09496099910929486,-0.1398203288277997,-0.02907581296095712,825904.0942148141,imag_release,200
-0.09552541104564728,-0.15857007115163002,-0.03538674355431442,825908.8245973288,calib-end,201
